,commenter,comments,publishedAt,totalReplyCount
280,1989_midnights,Te quedó de la Lover Remix bb 🥰,2023-10-19T20:15:56Z,0
281,Ali Ateş,❤,2023-10-19T20:15:17Z,0
282,yerika gonzalez,Taylor te amo pero que es esto JAKSJAJA🤨,2023-10-19T20:15:00Z,1
283,Christian Lee Trager,"Ain't vibing with it, feels really rushed. And the Cruel Summer drum kick pattern, which drives the OG ver. is missing. Can't get with it.",2023-10-19T20:02:12Z,0
284,Anas Shaikh,Yeshhhhh finally the spotlight is on our babay now please a mvvvvv😅,2023-10-19T19:59:05Z,0
285,Ana.l1fex,AHHHHHHH,2023-10-19T19:51:45Z,0
286,About,Love you sm,2023-10-19T19:51:02Z,0
287,About,I adore this song,2023-10-19T19:50:26Z,0
288,About,262.7,2023-10-19T19:50:14Z,0
289,Margaret Foley,"Such a fun remix, Taylor! Love you sm!!",2023-10-19T19:48:01Z,0
290,♡heartsfortaylor♡,"Im screaming crying perfect storms Taylorr what did we ever do to deserve you 😭this is amazing, you put so much effort into everything and youve made some of my favourite memories. Thank you for all you have done for us all, you, this song, your music is truly beautiful 🫶💜",2023-10-19T19:42:05Z,0
291,lol,"JAKAJAJAJA ESTA BIEN LINDO Y GRACIOSO, TE AMO TAYLOR ❤😂",2023-10-19T19:41:31Z,0
292,Raos,Music video of cruel summer and enchanted plzzzzz,2023-10-19T19:41:21Z,0
293,ILARIA ILARIA,😍,2023-10-19T19:38:13Z,0
294,Raj Sunar,Taylor in her most active era,2023-10-19T19:29:07Z,0
295,Nona Kolan,Free  🇵🇸,2023-10-19T19:27:03Z,0
296,Taylor swift fan page,Taylor I saw the add u were in I saw the eras tour movie and on cruel summer I started tearing up ur stage presence outSTANDING,2023-10-19T19:23:27Z,0
297,Beth Shapiro,Wow!Awesome remix!Pure gold!,2023-10-19T19:22:07Z,0
298,nothing important here,WE NEED A MUSIC VIDEO,2023-10-19T19:20:44Z,0
299,José daniel Pineda guedez,That. They made a cruel summer,2023-10-19T19:20:30Z,0
300,ari ☆,te amo taylor pero está de la lover remix,2023-10-19T19:16:45Z,0
301,Book_lover13,Ahhhh I love sm!!❤❤,2023-10-19T19:14:13Z,0
302,itznot_layne,When’s the music video,2023-10-19T19:13:57Z,0
303,The sound of my life  ,IF CRUEL SUMMER DOESN'T GO NUMBER ONE AFTER THIS I'M RIOTTING,2023-10-19T19:13:53Z,0
304,Ambre Massiot,I LOVE THIS OMG 🩷🩷,2023-10-19T19:12:07Z,0
305,mave,taylor ily but what is this,2023-10-19T19:11:43Z,0
306,Haley Haas,Try .75 speed for a chill island vibe,2023-10-19T19:09:23Z,0
307,Amy+Emma official channel,0.75 speed is basically normal speed,2023-10-19T19:06:50Z,0
308,Alex Mac,what the heck taylor,2023-10-19T18:57:44Z,0
309,Moira Wade,Luv this!,2023-10-19T18:57:29Z,0
310,CHARLOTTE kINSMAN,I’m so excited for 1989,2023-10-19T18:56:06Z,0
311,Diane Mariani,"Don't, don't, don't",2023-10-19T18:53:28Z,0
312,Thu Minh (tmssxd),this remix is ELITE!,2023-10-19T18:46:47Z,0
313,Johnathon P.,"This is pretty terrible 😂 an acoustic version would have been much better, but I suppose if it is what's needed to lock in the #1 then so be it",2023-10-19T18:45:19Z,4
314,Janessa,This is horrible but atleast she ain’t make it 😭 no blood on her hands,2023-10-19T18:42:10Z,0
315,Penny Martin,"Once again Tay doesn’t disappoint, I love her so much",2023-10-19T18:41:18Z,0
316,Brian 330xi,LP GIOBBi hahaha Got Cha! You Are A Swiftie!,2023-10-19T18:31:34Z,0
317,Eliane Melo,NAO EH Q TIPO ASSIM MAN....KAWKSKAAKAKAKAKAKAK TE AMO TAYTAY,2023-10-19T18:20:13Z,0
318,Caylie Surrena,I love this version!!!!!😇,2023-10-19T18:13:16Z,0
319,ET,Motherrr,2023-10-19T18:10:53Z,0
320,TabbiesManZ ,❤😊,2023-10-19T18:08:14Z,0
321,Cesar Morales Cordova,Está de la Lover Remix🥲💀,2023-10-19T18:03:15Z,0
322,Melanie,"Oh, I could totally hear this being played in bars. 
What a great remix! Thanks Taylor & LP Giobbi!!",2023-10-19T17:58:49Z,0
323,Tingku Tjarungan,WE NEEEEEEEEEEEEEEEEEEED A MUSIC VIDEO 😝😝😝😝😛,2023-10-19T17:55:21Z,0
324,Carol’s Corner,This feels like a challenge: So you think you know all the lyrics to Cruel Summer? Can you sing them at 2x speed? PROVE IT! 😂🥰,2023-10-19T17:54:51Z,0
325,Aryan,Taylor nunca Decepciona,2023-10-19T17:52:35Z,0
326,Laura Teixeira,Love it 💘,2023-10-19T17:51:28Z,0
327,Ronan Engel,"""The TempO"" is catchy and vibrantly Brilliant. This remix gives the vibes of UNSTOPPABLE ✨✨ 🗼🗼💞 Marty Joe 🧬🧬",2023-10-19T17:50:25Z,0
328,SPOOOKYMSX👻 ,#1 LETS GO SWIFTIES❤,2023-10-19T17:48:52Z,0
329,Andrea Vega,ahhhh loving this remix!!😍💓,2023-10-19T17:47:56Z,0
330,diana puentes,Noooo dioooos mio que es estooooo !!!! Nono! Borrenlo😂,2023-10-19T17:42:19Z,0
331,Swiftie,Omg taylor I cant express how much I love your work and your music 🫶🏻 I am hoping to get tickets to one of your concerts sometime in my life 🤞🏻,2023-10-19T17:41:46Z,0
332,Natt,IN LOVEEEEEEEE,2023-10-19T17:39:28Z,0
333,U Khin Mg Aye,Let' s dance.,2023-10-19T17:36:24Z,0
334,salidol2,Спасибо огромное из Ukraine,2023-10-19T17:34:48Z,0
335,Celeste Morin,I LOVE ITTTTTTTT 🌟🌟🌟🌟🌟🌟🌟,2023-10-19T17:28:50Z,0
336,Feriha Feriha,Play it at .75 speed,2023-10-19T17:27:47Z,0
337,Nerea,Taylor I really love but what is it??? 😢 is really weird Idk,2023-10-19T17:19:53Z,0
338,Maria Rita ,MT PERFEITOOOO,2023-10-19T17:19:10Z,0
339,Anslee,Omgosh taylor u didnt 😮😮😊,2023-10-19T17:19:05Z,0
340,Gyu,She's a 10 but when it comes to choose a remix for her songs shes bcome a 0 😢 sorry,2023-10-19T17:14:48Z,0
341,Mikołaj Szkola,I Love Taylor Swift ❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T17:08:14Z,0
342,Awh Victoria,THAT BEAT THO-,2023-10-19T17:05:33Z,0
343,BlupInk Ediciones,Too fast =(,2023-10-19T17:01:55Z,0
344,chloe,taylor looks so pretty in this photo her cute little ponytail ahh,2023-10-19T16:47:19Z,0
345,Serena,unas vibes a fiestita en la playa con esta canción,2023-10-19T16:46:32Z,0
346,Petunía Eustakez,I don't know why I think that I will like every version of this song.,2023-10-19T16:44:37Z,0
347,Michishers,"Siento  que es una pista acelerada al 2.0 aunque no me gusto mucho el remix , PERO IGUAL CRUEL SUMMER Y TAYLOR SWIFT TU PATRONA 🎉",2023-10-19T16:42:21Z,0
348,Orion Donoho,I still like liver,2023-10-19T16:36:55Z,0
349,Ariannys Bello,Chama saca Willow remix con Wisin,2023-10-19T16:18:14Z,0
350,Random stuff :D,LOVE YOU TAYLORRR,2023-10-19T16:14:25Z,0
351,Amy Kious,I love this beat!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2023-10-19T16:12:27Z,0
352,Austin,"Speeding up a song isn't ""remixing"" it. Sorry, but this one is a flop.",2023-10-19T16:12:16Z,0
353,Amy Kious,❤🧡💛💚💙💜🤎🖤🤍💯💯💯💯💯💯,2023-10-19T16:11:55Z,0
354,Alm_rutins,❤❤,2023-10-19T16:09:35Z,0
355,Red Tux Jelly Fox Fidget World!✨✨,"CRUEL SUMMER FOR #1❤ 

TAYLOR SWIFT FOR PRESIDENT! 🇺🇸",2023-10-19T15:59:00Z,0
356,pedroca ,OMG,2023-10-19T15:57:33Z,0
357,Zeen.T ,😢😢❤,2023-10-19T15:47:43Z,0
358,Vero Gantus,cruel summer(cumbia's version),2023-10-19T15:47:11Z,0
359,ilT.,INDONESIAN LOVE YOU TAYTAY‼️,2023-10-19T15:43:06Z,0
360,Natasha Allen,I really love this remix hehe <3,2023-10-19T15:39:01Z,0
361,Gioia Vanoni,It's way too fast but I kinda like the beat,2023-10-19T15:36:46Z,0
362,Taylor7swifties♡,AMEI,2023-10-19T15:36:29Z,1
363,Harriet  White,Omg love the new version ❤️,2023-10-19T15:33:28Z,0
364,Labiba 16,I thought I put it  on 2x playback speed 😂,2023-10-19T15:30:29Z,0
365,Iris,I think we're close to getting the music video we had been waiting for about four years,2023-10-19T15:29:34Z,0
366,Mme Imrie,Thrilled for  LP GIOBBI!,2023-10-19T15:28:15Z,0
367,Marcela López,"Fantastic that she got a land. Please don't buy land in Yucatan Peninsula, we all know the type of shit that you  want with Ice Spice and Nicki Minaj trying to get cheaper clothes, shoes and food.",2023-10-19T15:25:56Z,0
368,Dylan Briggs,💘💘💘💘💘💘,2023-10-19T15:22:25Z,0
369,Mira Chadha,KEEP SLAYING MISS TAYLOR❤,2023-10-19T15:22:03Z,0
370,The Kendyl Diaries,You always put out the best remixes with other great artists!!,2023-10-19T15:07:39Z,0
371,Love TS 1989,TikTok version,2023-10-19T15:03:55Z,1
372,cmerf,this single cam out on my bday!!!!!!! ❤ YOU TAYLOR,2023-10-19T15:01:47Z,0
373,jornald nace,Please make a music video for CRUEL SUMMER!!!,2023-10-19T15:00:54Z,0
374,Erick DNM,wow worst remix ever,2023-10-19T14:57:40Z,1
375,Paridhi Mehra,Love it❤❤❤❤❤,2023-10-19T14:56:56Z,0
376,Pame López,🥰🥰🥰🥰😍🥰🥰🥰🥰,2023-10-19T14:54:33Z,0
377,K (Taylor's Version),MV?,2023-10-19T14:53:31Z,0
378,robloxtrollgurl,This hits hard hood up,2023-10-19T14:45:55Z,0
379,sab,idk how to feel about this😭😭,2023-10-19T14:45:03Z,0
380,Mariam Tarek,taylor..,2023-10-19T14:44:23Z,0
381,Harper,Mother is feeding us this October,2023-10-19T14:43:00Z,0
382,High,Nice,2023-10-19T14:40:01Z,0
383,Ayushi,Her photo is so cute💛💛,2023-10-19T14:38:42Z,0
384,Randoms_sstuff,Cruel summer doesn’t just deserve a music video it NEEDS a music video,2023-10-19T14:38:18Z,3
385,Melissa Pineda,❤,2023-10-19T14:35:06Z,0
386,Sam,Imagine Taylor Swift collab on Madison Beer's Sweet Relief 😍❤️,2023-10-19T14:30:53Z,0
387,Clara_:),"Only Swiftys can like this comment
👇",2023-10-19T14:30:29Z,0
388,Fenja Schlegelmilch,I really love that rhythm 🫶🏻🫶🏻,2023-10-19T14:30:06Z,0
389,Fenja Schlegelmilch,"I JUST LOVE THAT REMIX ❤ 
It has to be Nr. 1 🫶🏻🫶🏻",2023-10-19T14:29:27Z,0
390,Nya,"Taylor, eu te amo, mas não faz esses remixes não 😭😭",2023-10-19T14:28:28Z,0
391,Samiksha Salvi,It's addicting!!!! Taylor what did you do to it!,2023-10-19T14:24:56Z,0
392,Citlalli,Ay bb te quedo como lover remix,2023-10-19T14:24:38Z,0
393,LIVV💜,Devoraste nenaa😍😍😍😍,2023-10-19T14:24:02Z,0
394,Yefreide Navarro,TAYLOR 1 MORA 0 😅,2023-10-19T14:23:46Z,0
395,Hazel Espino,Me encantaaa! Swifties felices por mucho contenido 🫶🏻😍😍😍,2023-10-19T14:21:42Z,0
396,Jóse Rodriguez Jorge,Thanks,2023-10-19T14:21:21Z,0
397,Carla Psalms23,Maybe release the rehearsal footage as the music video ..,2023-10-19T14:19:27Z,0
398,GetawayDriver13,Ok at first I wasn’t sure about it but the bridge- THE BRIDGE- omg I can’t,2023-10-19T14:19:03Z,0
399,Carla Psalms23,Put it on 0.75 and its Lavandar Haze  🌌,2023-10-19T14:17:42Z,0
400,Directionergirl,I feel like the instrumental alone would be better. I doesn't really match with Cruel Summer.,2023-10-19T14:17:09Z,0
401,GetawayDriver13,Stopppp I’m watching this when it came out 13 hours ago,2023-10-19T14:15:27Z,0
402,GetawayDriver13,Stopppp I’m watching this when it came out 13 hours ago,2023-10-19T14:15:19Z,0
403,SalmonMay,The beat👍,2023-10-19T14:11:56Z,0
404,Ryan Avery,🧡💫🧡,2023-10-19T14:10:22Z,0
405,Phong Nam,i like🥰,2023-10-19T14:09:57Z,0
406,amy,this makes me want to go on a run,2023-10-19T14:07:25Z,0
407,Aarti Vaishnav,No but I love the original version so much that I can't play with it 😢,2023-10-19T14:03:23Z,0
408,Maria Eduarda Costa,Meu Deus não dá pra defender,2023-10-19T14:02:44Z,0
409,สหรัถ โลพิศ,Where is music video ?? 😂,2023-10-19T14:02:13Z,0
410,KOMERICAN,"really like this song""cruel summer""진짜 최고의 곡 크룰썸머 !",2023-10-19T14:01:03Z,0
411,Adriana Ruiz Villamar,💘💘💘💘,2023-10-19T13:59:51Z,0
412,pegah sazvar,I don't like this remix at all but i think she is trying to tell sth with this photo and the remix title. It may be an easteregg for ts 11🤩who knows 😶‍🌫️😶‍🌫️,2023-10-19T13:48:47Z,0
413,Mishkaat,o emm jeeeeeeeeeeeeeeeeeeeeeeee,2023-10-19T13:48:12Z,0
414,Aduk,Yessssssss Taylor,2023-10-19T13:47:55Z,0
415,Canal Lucas POC,Ela doida pelo #1 e é real ❤❤,2023-10-19T13:46:39Z,0
416,Haydn Butler,"Love it Tay, keep going! Youre awesome!",2023-10-19T13:43:49Z,0
417,Monse Polo,Amooo ❤,2023-10-19T13:43:20Z,0
418,Jit Too,We want music video,2023-10-19T13:42:25Z,0
419,Jiayou Azhary,0.75 playback speed better,2023-10-19T13:37:46Z,0
420,jichuby🍀,Prettyy,2023-10-19T13:35:38Z,0
421,Diana Morey,Taylor could you please help the homeless Build Tiny Homes Communities,2023-10-19T13:35:28Z,0
422,Hayr Maruhom,I NEED LOVER DELUXE VERSION😩,2023-10-19T13:33:47Z,1
423,Martin Garcia,OMG,2023-10-19T13:33:16Z,0
424,Malena Gonzalez,"Jajajaja, como les puede gustar esto a los gringos la versión original es la mejor!",2023-10-19T13:33:09Z,0
425,Hayr Maruhom,WOW,2023-10-19T13:32:27Z,0
426,Yce Bulauitan,CRUEL SUMMER MUSIC VIDEO CUTIE,2023-10-19T13:32:21Z,0
427,Victoria C,We need a cruel summer music video❤,2023-10-19T13:28:48Z,0
428,About,CRUEL summer,2023-10-19T13:25:58Z,0
429,About,203.9,2023-10-19T13:25:43Z,0
430,swiftie,TAYLOR SWIFT 🫶🏻🫶🏻💗💗💗,2023-10-19T13:22:03Z,0
431,will thewise,I LOVE,2023-10-19T13:21:55Z,0
432,Alisha MacKay,I hope she NEVER goes out of STYLE! You go Taylor!,2023-10-19T13:11:40Z,0
433,dechillTV,LOVER TV TOMORROW,2023-10-19T13:09:19Z,0
434,Say Sar,Taylor we need a music video for our mental health❤❤ love you from the bottom of my heart,2023-10-19T13:03:43Z,0
435,Madeleine,Omg omg omg!!!!! ❤❤❤❤ This is incredible,2023-10-19T13:01:26Z,0
436,Tiffany@1991,Taylor Swift We Love You ❤🤩😍💓💗💞💕💖💝💘😍🤩,2023-10-19T13:01:06Z,0
437,spooky,SWIFTIES ARE BEING FED WELLL 🫶🫶🫶🫶🫶🫶🫶,2023-10-19T12:59:56Z,0
438,Heath Reeves,Taylor gets up in the middle of the night sometimes and takes a drive in the country by herself,2023-10-19T12:57:04Z,0
439,About,Hhhherrriiiikjjkddff,2023-10-19T12:56:33Z,0
440,About,💋💋💋💋💋,2023-10-19T12:55:49Z,0
441,Alive Yet,"Taylor, sis... We are just forever hungry. We need a music video. Pleaseeeee we beg 🙏🙏",2023-10-19T12:48:31Z,0
442,bad boy🤣🤣,😂😂,2023-10-19T12:47:18Z,0
443,About,😢😢,2023-10-19T12:46:34Z,0
444,Caroline Smith,ITS SO FAST,2023-10-19T12:45:46Z,0
445,About,We need another remix pls,2023-10-19T12:45:06Z,0
446,About,197.6,2023-10-19T12:44:35Z,0
447,Life with Jhonai,😒,2023-10-19T12:43:38Z,0
448,Ruhi Alison Swift,Woah! This is like a nightcore,2023-10-19T12:36:10Z,0
449,Purplepanthor,"This is interesting, but I kinda like it.",2023-10-19T12:35:50Z,0
450,Nam Anh Hoàng,"this deserve more 😍😍😍, come on guys",2023-10-19T12:35:14Z,0
451,Wendolin Rodriguez,💙💙💙💙,2023-10-19T12:35:09Z,0
452,_lamamaranxino11,I just LOVE it❤,2023-10-19T12:32:58Z,0
453,Amanda Wilson,Hot.,2023-10-19T12:31:41Z,0
454,Kenneth Wan,We NEED a music video for Cruel Summer and all of the from the Vault tracks of Lover album ❤❤❤,2023-10-19T12:31:20Z,0
455,emma cipriano,ITS GIVING DELCITE REMIX,2023-10-19T12:25:56Z,0
456,노병헌 none,앞부분은 한박자느리게하는게 좋을꺼같은데 ᆢnone❤,2023-10-19T12:24:04Z,0
457,homosexual,I LOVE,2023-10-19T12:23:53Z,0
458,Kalysia Jackson,Go tay tay whooooo 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️🐢🐢🐢🐈🐈🐈🐈🐈🐈‍⬛🐈🐈‍⬛🐈🐈‍⬛😸,2023-10-19T12:18:52Z,1
459,Jazmín Amarilla,Oh,2023-10-19T12:18:03Z,0
460,Stewie,"The instrumental sounds very detached from the vocals, I personally prefer the original version.",2023-10-19T12:16:27Z,0
461,Kalysia Jackson,Go Tay tay whooooooooooooooo 😇🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😘😘🥰🥰🥰🥰🥰👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️👯‍♂️,2023-10-19T12:15:24Z,0
462,Beach Chaos,She's so desperate 💀💀,2023-10-19T12:12:24Z,0
463,Ada Ceballos,Where Is the music video? 😢,2023-10-19T12:09:42Z,0
464,diora,MY QUEEN,2023-10-19T12:06:15Z,0
465,Rebecca Bakker,Is this now on Spotify?,2023-10-19T12:03:23Z,0
466,truthisoffensive,"We don't need this, we need a mv",2023-10-19T12:01:02Z,0
467,Nathalia Zambrano,Que,2023-10-19T11:54:18Z,0
468,X 123,😘,2023-10-19T11:51:14Z,0
469,Rosa_Edits,BEAUTIFUL WOW WHAT A MASTERPIECE,2023-10-19T11:50:54Z,0
470,Lucywasley   ,Taylor swift 🎉🎉🎉lucy wasley fun,2023-10-19T11:49:58Z,0
471,wnk,A music video won't hurt 😊❤,2023-10-19T11:49:19Z,0
472,☻︎Bestay-MnA #1989tvwaitingparty,style 10 minute version please!!,2023-10-19T11:47:49Z,0
473,Victoria A,I LOVE IT UR THE BEST TAYLOR SWIFTTTTTTTTTTTTTTT!!!!!!!!!!!!!!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T11:47:00Z,0
474,Krislini Briones,My productivity goes up with this version.,2023-10-19T11:46:31Z,0
475,(Taylor's version),"Ok but, why?",2023-10-19T11:46:19Z,0
476,lxveuwu,i love how this feels like a cruel summer too,2023-10-19T11:44:21Z,0
477,Apoyo Stream,"💯💯💯
👍👍👍",2023-10-19T11:39:02Z,0
478,Apoyo Stream,3442 bxsa.,2023-10-19T11:37:49Z,0
479,Abdullah tunes,basically its a spedup version,2023-10-19T11:37:47Z,0
480,Apoyo Stream,"💕💕💕
🎤🎤🎤",2023-10-19T11:37:36Z,0
481,Apoyo Stream,"aoevy
zdh
aunvx",2023-10-19T11:36:27Z,0
482,HaileyStayer,AHHHHHHHH,2023-10-19T11:36:15Z,0
483,Apoyo Stream,SSSD_,2023-10-19T11:35:54Z,0
484,bendzi,#1 SONG ON BBHOT100,2023-10-19T11:34:21Z,0
485,bendzi,#1 SONG 0:28,2023-10-19T11:34:02Z,0
486,bendzi,🎉,2023-10-19T11:33:40Z,0
487,Asang,Bad but support,2023-10-19T11:32:11Z,0
488,taylor,YES TAYLOR!!!,2023-10-19T11:30:43Z,0
489,Weesky,We need cruel summer MV.........,2023-10-19T11:28:22Z,0
490,Bree Tomlinson,How am I just getting this alert. Love it.,2023-10-19T11:28:12Z,0
491,Christian Soza,I love this remix!!,2023-10-19T11:27:54Z,0
492,clansome,"I'll be honest, I LOVE Cruel Summer but to me even though it's Taylor and on her channel this is NOT Cruel Summer. This is just a DJ's speeded up pitch adjusted mashup nothing more and that's where it should stay.",2023-10-19T11:33:13Z,0
493,יערה הורביץ,"We need to get cruel summer to 1# !!!
ILILILILIL🔯🔯",2023-10-19T11:23:25Z,0
494,Fiona #1989tvwaitingparty,"LETS GOO THIS HAS BEEN MY FAVORITE SONG FOR SO LONG, TAYLOR! THANK YOUUUU ❤❤❤❤❤",2023-10-19T11:21:32Z,0
495,Crabby Playz,WHAT A SURPRISE MOTHER,2023-10-19T11:19:58Z,0
496,Leonore,😭😭😭😭,2023-10-19T11:19:19Z,0
497,Saad Ouadah,We stand with Palestine 🇵🇸🇵🇸🇵🇸,2023-10-19T11:18:53Z,1
498,Saad Ouadah,Free Palestine 🇵🇸🇵🇸,2023-10-19T11:18:42Z,0
499,Malibu vibesss🍂,OK TAYLOR🫶🩷,2023-10-19T11:17:11Z,0
500,Naya Fouad,I see cruel summer mv easter egg,2023-10-19T11:17:00Z,0
501,folklore,"i absolutely adore taylor and all of her work, but can we all agree that this remix just isn’t it 😭😭",2023-10-19T11:07:25Z,0
502,Bird3500 Bird,"Agora, está tudo nas vossas mãos Swifties dos E.U.A. Façam a vossa magia!",2023-10-19T11:04:20Z,0
503,folkloregirlie🫶🩶,WHAAAAA,2023-10-19T11:03:22Z,0
504,Mark Espinosa,"Sorry LP Giobbi but this remix is a mess. 😢❤ I love you still, Taylor.",2023-10-19T10:59:28Z,0
505,hxzel,TAYLOR YOU DROPPED THIS 👑👑CRUEL SUMMER NEEDS A MV !,2023-10-19T10:50:12Z,0
506,NUK NGADAY😎😎,❤❤❤❤❤❤❤❤❤ best singers,2023-10-19T10:50:09Z,0
507,ana gutman,LINDAAAA,2023-10-19T10:39:30Z,0
508,𝟺𝚎𝚟𝚎𝚛 𝚊 𝚜𝚠𝚒𝚏𝚝𝚒e,WHENS THE MUSIC VIDEO 😭😭😭😭,2023-10-19T10:35:44Z,0
509,Scottie Landon AKA Lucky,🍏 it might be different or not,2023-10-19T10:34:09Z,0
510,Helena Cheu,the extra “with you”s after the first chorus gave me chills,2023-10-19T10:34:09Z,0
511,sophhxo,you’re incredible,2023-10-19T10:32:12Z,0
512,sophhxo,omg you’re amazing,2023-10-19T10:32:00Z,0
513,Frutious,Slayed this remix,2023-10-19T10:30:54Z,0
514,Zaz🍉,OOH,2023-10-19T10:30:11Z,0
515,Brittany Odegard,SHE IS UNSTOPPABLE!!!!,2023-10-19T10:29:48Z,0
516,Suzu,We need MV,2023-10-19T10:27:36Z,0
517,miss americana,FRANCE !!!!,2023-10-19T10:26:56Z,0
518,Autistic Janis,ily Taylor and Cruel summer is one of my absolute favorite songs but tbh I hate this remix sorry,2023-10-19T10:25:25Z,0
519,Lucélia Ferreira Garcia,Taylor Swift you are number one 🤩😍🌟⭐✨💥💫🌠💞❤️👍🇧🇷,2023-10-19T10:25:25Z,0
520,Deimos,What is this💀💀😭,2023-10-19T10:23:25Z,0
521,Palm Solecito,❤,2023-10-19T10:21:26Z,0
522,Taylor is the Music Industry,Queen tay pls collab w alan walker and robin schulz❤,2023-10-19T10:18:08Z,0
523,iezzàn,"Watch out, the creatures of clownelia street are here",2023-10-19T10:17:00Z,0
524,Layla_PlaysGames,OMG,2023-10-19T10:15:55Z,0
525,TheSuperflychica2010,YES!!!!!,2023-10-19T10:15:43Z,0
526,Sa Bhrmz,"We need theses

Lyric video
Remix ft post Malone
More remix ep
Music video
More radio",2023-10-19T10:15:37Z,0
527,ml Kkl,this is terrible,2023-10-19T10:04:30Z,1
528,Avery ♡ ,“KeEpIng mEe ClosE” “OoOoOoOoH”,2023-10-19T10:02:16Z,0
529,GoodTimesWithIona♡,I love cruel summer.. but mother this remix is so goofy 😭🩷,2023-10-19T10:01:51Z,0
